2.0.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tz/co/asoft/kronecker-core-js/2.0.17/kronecker-core-js-2.0.17.jar returned status 404
2.0.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tz/co/asoft/kronecker-core-js/2.0.18/kronecker-core-js-2.0.18.jar returned status 404
