0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tz/co/asoft/form-react/0.0.1/form-react-0.0.1.jar returned status 404
0.0.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tz/co/asoft/form-react/0.0.20/form-react-0.0.20.jar returned status 404
