0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/ai/instavision/ffmpegkit/0.0.1/ffmpegkit-0.0.1.jar returned status 404
2025.08.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/ai/instavision/ffmpegkit/2025.08.21/ffmpegkit-2025.08.21.jar returned status 404
