0.11	com.github.cowwoc.digitalocean	digitalocean	0.11
0.10	com.github.cowwoc.digitalocean	digitalocean	0.10
0.9	com.github.cowwoc.digitalocean	digitalocean	0.9
0.8	com.github.cowwoc.digitalocean	digitalocean	0.8
0.7	com.github.cowwoc.digitalocean	digitalocean	0.7
0.6	com.github.cowwoc.digitalocean	digitalocean	0.6
0.5	com.github.cowwoc.digitalocean	digitalocean	0.5
0.4	com.github.cowwoc.digitalocean	digitalocean	0.4
0.3	com.github.cowwoc.digitalocean	digitalocean	0.3
0.2	com.github.cowwoc.digitalocean	digitalocean	0.2
0.1	com.github.cowwoc.digitalocean	digitalocean	0.1
