0.1.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/xemantic/osc/anthropic-sdk-kotlin-linuxx64/0.1.3/anthropic-sdk-kotlin-linuxx64-0.1.3.jar returned status 404
0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/xemantic/osc/anthropic-sdk-kotlin-linuxx64/0.2/anthropic-sdk-kotlin-linuxx64-0.2.jar returned status 404
