4.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/copper-leaf/clog-core-iosarm64/4.1.0/clog-core-iosarm64-4.1.0.jar returned status 404
4.1.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/copper-leaf/clog-core-iosarm64/4.1.1/clog-core-iosarm64-4.1.1.jar returned status 404
4.1.1	metadata	2021-05-17T14:52:01Z	
