1.5.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/net/akehurst/language/editor/agl-editor-common-js/1.5.0/agl-editor-common-js-1.5.0.jar returned status 404
2.2.21		2026-06-22T08:33:40Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/net/akehurst/language/editor/agl-editor-common-js/2.2.21/agl-editor-common-js-2.2.21.jar returned status 404
