2.4	com.gitlab.marvinh	database-connector	2.4
2.3	com.gitlab.marvinh	database-connector	2.3
2.2	com.gitlab.marvinh	database-connector	2.2
2.1	com.gitlab.marvinh	database-connector	2.1
2.0	com.gitlab.marvinh	database-connector	2.0
1.9	com.gitlab.marvinh	database-connector	1.9
1.8	com.gitlab.marvinh	database-connector	1.8
1.7	com.gitlab.marvinh	database-connector	1.7
1.6	com.gitlab.marvinh	database-connector	1.6
1.5	com.gitlab.marvinh	database-connector	1.5
1.4	com.gitlab.marvinh	database-connector	1.4
1.3	com.gitlab.marvinh	database-connector	1.3
1.2	com.gitlab.marvinh	database-connector	1.2
1.1	com.gitlab.marvinh	database-connector	1.1
1.0	com.gitlab.marvinh	database-connector	1.0
