8.604.22	named	com.yahoo.vespa	vespaclient-java
8.603.19	named	com.yahoo.vespa	vespaclient-java
8.601.1	named	com.yahoo.vespa	vespaclient-java
8.600.35	named	com.yahoo.vespa	vespaclient-java
8.599.6	named	com.yahoo.vespa	vespaclient-java
8.598.44	named	com.yahoo.vespa	vespaclient-java
8.596.20	named	com.yahoo.vespa	vespaclient-java
8.593.34	named	com.yahoo.vespa	vespaclient-java
8.592.33	named	com.yahoo.vespa	vespaclient-java
8.591.16	named	com.yahoo.vespa	vespaclient-java
8.589.18	named	com.yahoo.vespa	vespaclient-java
8.588.8	named	com.yahoo.vespa	vespaclient-java
8.587.11	named	com.yahoo.vespa	vespaclient-java
8.586.25	named	com.yahoo.vespa	vespaclient-java
8.585.41	named	com.yahoo.vespa	vespaclient-java
8.584.45	named	com.yahoo.vespa	vespaclient-java
8.583.10	named	com.yahoo.vespa	vespaclient-java
8.582.13	named	com.yahoo.vespa	vespaclient-java
8.579.17	named	com.yahoo.vespa	vespaclient-java
8.578.22	named	com.yahoo.vespa	vespaclient-java
8.577.16	named	com.yahoo.vespa	vespaclient-java
8.576.45	named	com.yahoo.vespa	vespaclient-java
8.575.21	named	com.yahoo.vespa	vespaclient-java
8.574.10	named	com.yahoo.vespa	vespaclient-java
8.573.19	named	com.yahoo.vespa	vespaclient-java
8.572.77	named	com.yahoo.vespa	vespaclient-java
