14.1.8	named	org.protelis	protelis	2021-02-16T15:43:37Z	8.0.1
14.1.9	named	org.protelis	protelis	2021-02-17T11:40:14Z	8.0.1
0.11.2	named	org.gephi	gephi-toolkit	2026-06-28T15:38:42Z	9.9
0.11.3	named	org.gephi	gephi-toolkit	2026-09-06T19:27:03Z	9.9
