1.0.0		2016-03-21T19:16:09Z	
1.0.1		2016-03-21T19:17:23Z	
1.0.2		2016-03-25T00:17:54Z	
1.0.3		2016-03-31T00:17:28Z	
1.0.4		2016-06-01T14:05:09Z	
1.1.0		2016-06-01T21:27:43Z	
1.1.1		2016-06-02T23:03:50Z	
1.1.2		2016-06-07T17:36:32Z	
1.1.3		2016-06-10T14:38:25Z	
1.10.0		2020-02-22T00:17:40Z	
1.10.0	sources-commercial	2020-02-22T00:17:49Z	
1.10.0	wsdd	2020-02-22T00:17:47Z	
1.10.1		2020-02-27T02:05:21Z	
1.10.1	sources-commercial	2020-02-27T02:05:25Z	
1.10.1	wsdd	2020-02-27T02:05:23Z	
1.10.10		2020-08-25T20:05:27Z	
1.10.10	sources-commercial	2020-08-25T20:05:31Z	
1.10.10	wsdd	2020-08-25T20:05:34Z	
1.10.2		2020-03-18T21:05:09Z	
1.10.2	sources-commercial	2020-03-18T21:05:13Z	
1.10.2	wsdd	2020-03-18T21:05:11Z	
1.10.3		2020-04-11T18:04:42Z	
1.10.3	sources-commercial	2020-04-11T18:04:51Z	
1.10.3	wsdd	2020-04-11T18:04:49Z	
1.10.4		2020-05-06T21:19:26Z	
1.10.4	sources-commercial	2020-05-06T21:19:33Z	
1.10.4	wsdd	2020-05-06T21:19:39Z	
1.10.5		2020-06-06T04:24:48Z	
1.10.5	sources-commercial	2020-06-06T04:24:52Z	
1.10.5	wsdd	2020-06-06T04:24:57Z	
1.10.6		2020-06-24T21:16:18Z	
1.10.6	sources-commercial	2020-06-24T21:16:22Z	
1.10.6	wsdd	2020-06-24T21:16:21Z	
1.10.7		2020-07-15T18:59:32Z	
1.10.7	sources-commercial	2020-07-15T18:59:40Z	
1.10.7	wsdd	2020-07-15T18:59:36Z	
1.10.8		2020-07-20T21:34:46Z	
1.10.8	sources-commercial	2020-07-20T21:34:51Z	
1.10.8	wsdd	2020-07-20T21:34:52Z	
1.10.9		2020-08-20T21:43:55Z	
1.10.9	sources-commercial	2020-08-20T21:43:58Z	
1.10.9	wsdd	2020-08-20T21:44:01Z	
1.11.0		2020-10-20T18:10:35Z	
1.11.0	sources-commercial	2020-10-20T18:10:39Z	
1.11.0	wsdd	2020-10-20T18:10:36Z	
1.11.1		2020-10-22T17:03:29Z	
1.11.1	sources-commercial	2020-10-22T17:03:32Z	
1.11.1	wsdd	2020-10-22T17:03:30Z	
1.11.10		2021-10-08T15:37:32Z	
1.11.10	sources-commercial	2021-10-08T15:37:34Z	
1.11.10	wsdd	2021-10-08T15:37:33Z	
1.11.11		2021-10-29T15:09:03Z	
1.11.11	sources-commercial	2021-10-29T15:09:04Z	
1.11.11	wsdd	2021-10-29T15:09:05Z	
1.11.12		2021-12-14T06:52:09Z	
1.11.12	sources-commercial	2021-12-14T06:52:12Z	
1.11.12	wsdd	2021-12-14T06:52:11Z	
1.11.13		2023-02-10T17:50:15Z	
1.11.13	sources-commercial	2023-02-10T17:50:20Z	
1.11.13	wsdd	2023-02-10T17:50:19Z	
1.11.14		2023-02-27T15:21:52Z	
1.11.14	sources-commercial	2023-02-27T15:21:56Z	
1.11.14	wsdd	2023-02-27T15:21:58Z	
1.11.15		2023-07-17T09:39:56Z	
1.11.15	sources-commercial	2023-07-17T09:39:59Z	
1.11.15	wsdd	2023-07-17T09:40:03Z	
1.11.16		2023-12-06T18:34:43Z	
1.11.16	wsdd	2023-12-06T18:34:45Z	
1.11.2		2020-10-29T22:23:19Z	
1.11.2	sources-commercial	2020-10-29T22:23:22Z	
1.11.2	wsdd	2020-10-29T22:23:20Z	
1.11.3		2020-11-03T22:44:29Z	
1.11.3	sources-commercial	2020-11-03T22:44:32Z	
1.11.3	wsdd	2020-11-03T22:44:30Z	
1.11.4		2020-11-07T06:07:29Z	
1.11.4	sources-commercial	2020-11-07T06:07:31Z	
1.11.4	wsdd	2020-11-07T06:07:33Z	
1.11.5		2021-01-25T15:43:04Z	
1.11.5	sources-commercial	2021-01-25T15:43:05Z	
1.11.5	wsdd	2021-01-25T15:43:07Z	
1.11.6		2021-03-10T02:00:56Z	
1.11.6	sources-commercial	2021-03-10T02:00:59Z	
1.11.6	wsdd	2021-03-10T02:00:58Z	
1.11.7		2021-05-26T20:14:00Z	
1.11.7	sources-commercial	2021-05-26T20:14:03Z	
1.11.7	wsdd	2021-05-26T20:14:01Z	
1.11.8		2021-08-10T23:46:03Z	
1.11.8	sources-commercial	2021-08-10T23:46:06Z	
1.11.8	wsdd	2021-08-10T23:46:05Z	
1.11.9		2021-09-23T17:41:30Z	
1.11.9	sources-commercial	2021-09-23T17:41:33Z	
