1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.0/com.liferay.lcs.client.web-1.0.0.jar returned status 404
1.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.1/com.liferay.lcs.client.web-1.0.1.jar returned status 404
1.0.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.10/com.liferay.lcs.client.web-1.0.10.jar returned status 404
1.0.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.11/com.liferay.lcs.client.web-1.0.11.jar returned status 404
1.0.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.12/com.liferay.lcs.client.web-1.0.12.jar returned status 404
1.0.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.13/com.liferay.lcs.client.web-1.0.13.jar returned status 404
1.0.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.14/com.liferay.lcs.client.web-1.0.14.jar returned status 404
1.0.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.15/com.liferay.lcs.client.web-1.0.15.jar returned status 404
1.0.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.16/com.liferay.lcs.client.web-1.0.16.jar returned status 404
1.0.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.17/com.liferay.lcs.client.web-1.0.17.jar returned status 404
1.0.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.18/com.liferay.lcs.client.web-1.0.18.jar returned status 404
1.0.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.19/com.liferay.lcs.client.web-1.0.19.jar returned status 404
1.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.2/com.liferay.lcs.client.web-1.0.2.jar returned status 404
1.0.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/com.liferay.lcs.client.web/1.0.20/com.liferay.lcs.client.web-1.0.20.jar returned status 404
