0.15		2015-09-07T08:27:24Z	
0.16		2016-01-04T11:30:53Z	
0.17		2016-08-17T15:01:33Z	
0.18		2016-12-07T12:01:51Z	
0.19		2016-12-08T15:56:31Z	
0.20		2016-12-19T12:22:21Z	
