0.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-iossimulatorarm64/0.13/kviewmodel-iossimulatorarm64-0.13.jar returned status 404
0.13	metadata	2023-01-11T19:42:00Z	
0.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-iossimulatorarm64/0.14/kviewmodel-iossimulatorarm64-0.14.jar returned status 404
0.14	metadata	2023-03-10T09:12:21Z	
0.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-iossimulatorarm64/0.15/kviewmodel-iossimulatorarm64-0.15.jar returned status 404
0.15	metadata	2023-11-23T08:16:12Z	
0.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-iossimulatorarm64/0.16/kviewmodel-iossimulatorarm64-0.16.jar returned status 404
0.16	metadata	2024-01-18T07:24:59Z	
0.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-iossimulatorarm64/0.17/kviewmodel-iossimulatorarm64-0.17.jar returned status 404
0.17	metadata	2024-03-01T12:49:54Z	
0.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-iossimulatorarm64/0.18/kviewmodel-iossimulatorarm64-0.18.jar returned status 404
0.18	metadata	2024-03-08T19:22:22Z	
