1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/0xivanov/opennodeapi/1.0.0/opennodeapi-1.0.0.jar returned status 404
1.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/0xivanov/opennodeapi/1.0.1/opennodeapi-1.0.1.jar returned status 404
1.0.1	plain	2023-10-09T17:03:08Z	
