1.1.800	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.1.700	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.1.600	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.1.500	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.1.400	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.1.300	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.1.200	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.1.100	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.1.0	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.0.400	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.0.300	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.0.200	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.0.100	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
1.0.0	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
0.13.0	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
0.12.900	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
0.12.800	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
0.12.700	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
0.12.600	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
0.12.500	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
0.12.400	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
0.12.300	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
0.12.200	automatic	org.eclipse.platform	org.eclipse.e4.core.commands
