1.1.100	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2018-06-16T12:33:50Z	
1.1.200	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2018-09-25T04:46:05Z	
1.1.300	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2019-06-17T05:30:59Z	
1.1.400	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2019-09-17T16:41:56Z	
1.1.500	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2020-03-27T05:07:13Z	
1.2.0	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2021-03-12T09:40:59Z	
1.2.100	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2021-12-08T07:39:44Z	
1.2.200	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2023-12-03T03:07:20Z	
1.3.0	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2024-03-08T19:38:09Z	
1.3.100	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2024-06-07T16:15:39Z	
1.3.200	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2025-03-08T08:27:54Z	
1.3.300	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2025-06-07T14:08:24Z	
1.3.400	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2025-09-05T20:31:53Z	
1.3.500	automatic	org.eclipse.platform	org.eclipse.equinox.concurrent	2026-06-05T04:29:17Z	
