2.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0/services-2.0.0.jar returned status 404
2.0.0-preview-1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-1/services-2.0.0-preview-1.jar returned status 404
2.0.0-preview-10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-10/services-2.0.0-preview-10.jar returned status 404
2.0.0-preview-11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-11/services-2.0.0-preview-11.jar returned status 404
2.0.0-preview-12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-12/services-2.0.0-preview-12.jar returned status 404
2.0.0-preview-13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-13/services-2.0.0-preview-13.jar returned status 404
2.0.0-preview-2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-2/services-2.0.0-preview-2.jar returned status 404
2.0.0-preview-4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-4/services-2.0.0-preview-4.jar returned status 404
2.0.0-preview-5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-5/services-2.0.0-preview-5.jar returned status 404
2.0.0-preview-6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-6/services-2.0.0-preview-6.jar returned status 404
2.0.0-preview-7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-7/services-2.0.0-preview-7.jar returned status 404
2.0.0-preview-8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-8/services-2.0.0-preview-8.jar returned status 404
2.0.0-preview-9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.0-preview-9/services-2.0.0-preview-9.jar returned status 404
2.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.1/services-2.0.1.jar returned status 404
2.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.2/services-2.0.2.jar returned status 404
2.0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.3/services-2.0.3.jar returned status 404
2.0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.4/services-2.0.4.jar returned status 404
2.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.5/services-2.0.5.jar returned status 404
2.0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.0.6/services-2.0.6.jar returned status 404
2.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.1.0/services-2.1.0.jar returned status 404
2.1.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.1.1/services-2.1.1.jar returned status 404
2.1.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.1.2/services-2.1.2.jar returned status 404
2.1.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.1.3/services-2.1.3.jar returned status 404
2.1.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.1.4/services-2.1.4.jar returned status 404
2.10.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.0/services-2.10.0.jar returned status 404
2.10.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.1/services-2.10.1.jar returned status 404
2.10.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.10/services-2.10.10.jar returned status 404
2.10.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.11/services-2.10.11.jar returned status 404
2.10.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.12/services-2.10.12.jar returned status 404
2.10.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.13/services-2.10.13.jar returned status 404
2.10.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.14/services-2.10.14.jar returned status 404
2.10.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.15/services-2.10.15.jar returned status 404
2.10.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.16/services-2.10.16.jar returned status 404
2.10.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.17/services-2.10.17.jar returned status 404
2.10.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.18/services-2.10.18.jar returned status 404
2.10.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.19/services-2.10.19.jar returned status 404
2.10.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.2/services-2.10.2.jar returned status 404
2.10.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.20/services-2.10.20.jar returned status 404
2.10.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.21/services-2.10.21.jar returned status 404
2.10.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.22/services-2.10.22.jar returned status 404
2.10.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.23/services-2.10.23.jar returned status 404
2.10.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.24/services-2.10.24.jar returned status 404
2.10.25			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.25/services-2.10.25.jar returned status 404
2.10.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.26/services-2.10.26.jar returned status 404
2.10.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.27/services-2.10.27.jar returned status 404
2.10.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.28/services-2.10.28.jar returned status 404
2.10.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.29/services-2.10.29.jar returned status 404
2.10.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.3/services-2.10.3.jar returned status 404
2.10.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.30/services-2.10.30.jar returned status 404
2.10.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.31/services-2.10.31.jar returned status 404
2.10.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.32/services-2.10.32.jar returned status 404
2.10.33			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.33/services-2.10.33.jar returned status 404
2.10.34			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.34/services-2.10.34.jar returned status 404
2.10.35			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.35/services-2.10.35.jar returned status 404
2.10.36			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.36/services-2.10.36.jar returned status 404
2.10.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.37/services-2.10.37.jar returned status 404
2.10.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.38/services-2.10.38.jar returned status 404
2.10.39			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.39/services-2.10.39.jar returned status 404
2.10.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.4/services-2.10.4.jar returned status 404
2.10.40			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.40/services-2.10.40.jar returned status 404
2.10.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.41/services-2.10.41.jar returned status 404
2.10.42			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.42/services-2.10.42.jar returned status 404
2.10.43			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.43/services-2.10.43.jar returned status 404
2.10.44			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.44/services-2.10.44.jar returned status 404
2.10.45			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.45/services-2.10.45.jar returned status 404
2.10.46			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.46/services-2.10.46.jar returned status 404
2.10.47			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.47/services-2.10.47.jar returned status 404
2.10.48			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/software/amazon/awssdk/services/2.10.48/services-2.10.48.jar returned status 404
