1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/github/android-password-store/autofill-parser/1.0.0/autofill-parser-1.0.0.jar returned status 404
1.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/github/android-password-store/autofill-parser/1.1.0/autofill-parser-1.1.0.jar returned status 404
1.1.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/github/android-password-store/autofill-parser/1.1.1/autofill-parser-1.1.1.jar returned status 404
1.1.1	debug-javadoc	2022-06-20T09:57:28Z	
1.1.1	debug-sources	2022-06-20T09:57:24Z	
1.1.1	release-javadoc	2022-06-20T09:57:26Z	
1.1.1	release-sources	2022-06-20T09:57:29Z	
1.1.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/github/android-password-store/autofill-parser/1.1.2/autofill-parser-1.1.2.jar returned status 404
