1.0.0	named	org.klojang	klojang-collections	2022-11-29T10:02:14Z	1.0.0
1.1.0	named	org.klojang	klojang-collections	2022-12-10T18:25:54Z	1.1.0
1.1.1	named	org.klojang	klojang-collections	2022-12-12T09:54:24Z	1.1.1
1.2.0	named	org.klojang	klojang-collections	2022-12-13T11:41:04Z	1.2.0
1.2.1	named	org.klojang	klojang-collections	2022-12-13T18:04:56Z	1.2.1
1.2.2	named	org.klojang	klojang-collections	2022-12-15T08:33:09Z	1.2.2
1.2.3	named	org.klojang	klojang-collections	2022-12-15T14:56:58Z	1.2.3
2.0.0	named	org.klojang	klojang-collections	2023-01-13T12:25:36Z	2.0.0
2.0.1	named	org.klojang	klojang-collections	2023-01-13T12:37:31Z	2.0.1
2.0.2	named	org.klojang	klojang-collections	2023-03-15T10:32:01Z	2.0.2
2.0.3	named	org.klojang	klojang-collections	2023-04-17T09:37:46Z	2.0.3
2.0.4	named	org.klojang	klojang-collections	2023-08-16T12:15:21Z	2.0.4
2.0.5	named	org.klojang	klojang-collections	2023-12-12T11:48:43Z	2.0.5
2.0.8	named	org.klojang	klojang-collections	2023-12-19T11:40:06Z	2.0.8
2.0.9	named	org.klojang	klojang-collections	2024-02-15T12:41:11Z	2.0.9
24.2.0	named	org.klojang	klojang-collections	2025-10-05T09:15:11Z	24.2.0
