0.0.47.beta14.r2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/kongzue/dialogx/style/DialogXInterface/0.0.47.beta14.r2/DialogXInterface-0.0.47.beta14.r2.jar returned status 404
5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/kongzue/dialogx/style/DialogXInterface/5/DialogXInterface-5.jar returned status 404
