12.0	io.github.lambdaprime	jros2client	12.0
11.0	io.github.lambdaprime	jros2client	11.0
10.0	io.github.lambdaprime	jros2client	10.0
9.0	io.github.lambdaprime	jros2client	9.0
8.0	io.github.lambdaprime	jros2client	8.0
7.0	io.github.lambdaprime	jros2client	7.0
6.0	io.github.lambdaprime	jros2client	6.0
5.0	io.github.lambdaprime	jros2client	5.0
4.0	io.github.lambdaprime	jros2client	4.0
3.0	io.github.lambdaprime	jros2client	3.0
2.0	io.github.lambdaprime	jros2client	2.0
1.0	io.github.lambdaprime	jros2client	1.0
