2021.05.26	named	com.github.kokorin.jaffree	jaffree	2021-05-26T06:52:40Z	2021.05.26
2021.05.31	named	com.github.kokorin.jaffree	jaffree	2021-05-31T07:12:10Z	2021.05.31
2021.08.04	named	com.github.kokorin.jaffree	jaffree	2021-08-04T11:18:43Z	2021.08.04
2021.08.16	named	com.github.kokorin.jaffree	jaffree	2021-08-16T16:32:40Z	2021.08.16
2021.08.31	named	com.github.kokorin.jaffree	jaffree	2021-08-31T05:42:52Z	2021.08.31
0	named	com.github.kokorin.jaffree	jaffree	2021-10-19T06:27:17Z	0
2021.10.19	named	com.github.kokorin.jaffree	jaffree	2021-10-19T06:56:00Z	2021.10.19
2021.11.06	named	com.github.kokorin.jaffree	jaffree	2021-11-06T07:17:19Z	2021.11.06
2021.12.30	named	com.github.kokorin.jaffree	jaffree	2021-12-30T11:35:53Z	2021.12.30
2022.06.03	named	com.github.kokorin.jaffree	jaffree	2022-06-03T14:37:30Z	2022.06.03
0.12.0	named	io.v47.jaffree	jaffree	2023-08-10T16:44:00Z	
0.13.0	named	io.v47.jaffree	jaffree	2023-08-13T08:28:23Z	
0.14.0	named	io.v47.jaffree	jaffree	2023-08-13T13:44:26Z	
2023.09.10	named	com.github.kokorin.jaffree	jaffree	2023-09-10T13:18:30Z	2023.09.10
0.14.1	named	io.v47.jaffree	jaffree	2023-09-30T19:47:58Z	
0.14.2	named	io.v47.jaffree	jaffree	2023-10-01T20:00:57Z	
1.1.0	named	io.v47.jaffree	jaffree	2024-08-08T22:28:12Z	
2024.08.29	named	com.github.kokorin.jaffree	jaffree	2024-08-29T16:10:33Z	2024.08.29
1.1.1	named	io.v47.jaffree	jaffree	2024-10-13T19:41:55Z	
2.0.0	named	io.v47.jaffree	jaffree	2025-05-02T20:40:19Z	
2.1.0	named	io.v47.jaffree	jaffree	2025-06-24T21:41:12Z	
