6.1.200	automatic	org.eclipse.platform	org.eclipse.cdt.core.win32	2025-09-05T20:31:51Z	
6.1.300	automatic	org.eclipse.platform	org.eclipse.cdt.core.win32	2026-03-06T05:15:45Z	
