1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/maqsats/quran-api-js/1.0.0/quran-api-js-1.0.0.jar returned status 404
1.0.10		2026-06-03T10:55:31Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/maqsats/quran-api-js/1.0.10/quran-api-js-1.0.10.jar returned status 404
1.0.12		2026-06-03T11:15:49Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/maqsats/quran-api-js/1.0.12/quran-api-js-1.0.12.jar returned status 404
1.0.14		2026-06-03T11:31:09Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/maqsats/quran-api-js/1.0.14/quran-api-js-1.0.14.jar returned status 404
1.0.15		2026-06-03T11:39:30Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/maqsats/quran-api-js/1.0.15/quran-api-js-1.0.15.jar returned status 404
1.0.16		2026-06-03T12:09:18Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/maqsats/quran-api-js/1.0.16/quran-api-js-1.0.16.jar returned status 404
1.0.17		2026-06-05T17:02:21Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/maqsats/quran-api-js/1.0.17/quran-api-js-1.0.17.jar returned status 404
1.0.9		2026-05-28T07:45:27Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/maqsats/quran-api-js/1.0.9/quran-api-js-1.0.9.jar returned status 404
