0.10.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.10.0/jimmer-bom-0.10.0.jar returned status 404
0.11.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.11.3/jimmer-bom-0.11.3.jar returned status 404
0.11.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.11.4/jimmer-bom-0.11.4.jar returned status 404
0.8.115			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.115/jimmer-bom-0.8.115.jar returned status 404
0.8.116			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.116/jimmer-bom-0.8.116.jar returned status 404
0.8.117			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.117/jimmer-bom-0.8.117.jar returned status 404
0.8.118			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.118/jimmer-bom-0.8.118.jar returned status 404
0.8.119			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.119/jimmer-bom-0.8.119.jar returned status 404
0.8.120			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.120/jimmer-bom-0.8.120.jar returned status 404
0.8.121			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.121/jimmer-bom-0.8.121.jar returned status 404
0.8.122			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.122/jimmer-bom-0.8.122.jar returned status 404
0.8.123			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.123/jimmer-bom-0.8.123.jar returned status 404
0.8.124			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.124/jimmer-bom-0.8.124.jar returned status 404
0.8.125			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.125/jimmer-bom-0.8.125.jar returned status 404
0.8.126			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.126/jimmer-bom-0.8.126.jar returned status 404
0.8.127			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.127/jimmer-bom-0.8.127.jar returned status 404
0.8.128			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.128/jimmer-bom-0.8.128.jar returned status 404
0.8.129			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.129/jimmer-bom-0.8.129.jar returned status 404
0.8.130			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.130/jimmer-bom-0.8.130.jar returned status 404
0.8.131			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.131/jimmer-bom-0.8.131.jar returned status 404
0.8.132			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.132/jimmer-bom-0.8.132.jar returned status 404
0.8.133			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.133/jimmer-bom-0.8.133.jar returned status 404
0.8.134			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.134/jimmer-bom-0.8.134.jar returned status 404
0.8.135			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.135/jimmer-bom-0.8.135.jar returned status 404
0.8.136			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.136/jimmer-bom-0.8.136.jar returned status 404
0.8.137			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.137/jimmer-bom-0.8.137.jar returned status 404
0.8.138			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.138/jimmer-bom-0.8.138.jar returned status 404
0.8.139			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.139/jimmer-bom-0.8.139.jar returned status 404
0.8.140			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.140/jimmer-bom-0.8.140.jar returned status 404
0.8.141			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.141/jimmer-bom-0.8.141.jar returned status 404
0.8.142			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.142/jimmer-bom-0.8.142.jar returned status 404
0.8.143			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.143/jimmer-bom-0.8.143.jar returned status 404
0.8.144			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.144/jimmer-bom-0.8.144.jar returned status 404
0.8.145			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.145/jimmer-bom-0.8.145.jar returned status 404
0.8.146			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.146/jimmer-bom-0.8.146.jar returned status 404
0.8.147			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.147/jimmer-bom-0.8.147.jar returned status 404
0.8.148			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.148/jimmer-bom-0.8.148.jar returned status 404
0.8.149			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.149/jimmer-bom-0.8.149.jar returned status 404
0.8.150			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.150/jimmer-bom-0.8.150.jar returned status 404
0.8.151			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.151/jimmer-bom-0.8.151.jar returned status 404
0.8.152			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.152/jimmer-bom-0.8.152.jar returned status 404
0.8.153			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.153/jimmer-bom-0.8.153.jar returned status 404
0.8.154			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.154/jimmer-bom-0.8.154.jar returned status 404
0.8.155			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.155/jimmer-bom-0.8.155.jar returned status 404
0.8.156			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.156/jimmer-bom-0.8.156.jar returned status 404
0.8.157			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.157/jimmer-bom-0.8.157.jar returned status 404
0.8.158			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.158/jimmer-bom-0.8.158.jar returned status 404
0.8.159			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.159/jimmer-bom-0.8.159.jar returned status 404
0.8.160			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.160/jimmer-bom-0.8.160.jar returned status 404
0.8.161			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.161/jimmer-bom-0.8.161.jar returned status 404
0.8.162			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.162/jimmer-bom-0.8.162.jar returned status 404
0.8.163			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.163/jimmer-bom-0.8.163.jar returned status 404
0.8.164			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.164/jimmer-bom-0.8.164.jar returned status 404
0.8.165			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.165/jimmer-bom-0.8.165.jar returned status 404
0.8.166			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.166/jimmer-bom-0.8.166.jar returned status 404
0.8.167			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.167/jimmer-bom-0.8.167.jar returned status 404
0.8.168			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.168/jimmer-bom-0.8.168.jar returned status 404
0.8.169			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.169/jimmer-bom-0.8.169.jar returned status 404
0.8.170			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.170/jimmer-bom-0.8.170.jar returned status 404
0.8.171			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.171/jimmer-bom-0.8.171.jar returned status 404
0.8.172			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.172/jimmer-bom-0.8.172.jar returned status 404
0.8.173			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.173/jimmer-bom-0.8.173.jar returned status 404
0.8.174			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.174/jimmer-bom-0.8.174.jar returned status 404
0.8.175			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.175/jimmer-bom-0.8.175.jar returned status 404
0.8.176			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.176/jimmer-bom-0.8.176.jar returned status 404
0.8.177			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.177/jimmer-bom-0.8.177.jar returned status 404
0.8.178			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.178/jimmer-bom-0.8.178.jar returned status 404
0.8.179			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.179/jimmer-bom-0.8.179.jar returned status 404
0.8.180			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.180/jimmer-bom-0.8.180.jar returned status 404
0.8.181			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.181/jimmer-bom-0.8.181.jar returned status 404
0.8.182			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.182/jimmer-bom-0.8.182.jar returned status 404
0.8.183			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.183/jimmer-bom-0.8.183.jar returned status 404
0.8.184			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.184/jimmer-bom-0.8.184.jar returned status 404
0.8.185			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.185/jimmer-bom-0.8.185.jar returned status 404
0.8.186			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.186/jimmer-bom-0.8.186.jar returned status 404
0.8.187			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.8.187/jimmer-bom-0.8.187.jar returned status 404
0.9.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.0/jimmer-bom-0.9.0.jar returned status 404
0.9.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.1/jimmer-bom-0.9.1.jar returned status 404
0.9.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.10/jimmer-bom-0.9.10.jar returned status 404
0.9.100			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.100/jimmer-bom-0.9.100.jar returned status 404
0.9.101			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.101/jimmer-bom-0.9.101.jar returned status 404
0.9.102			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.102/jimmer-bom-0.9.102.jar returned status 404
0.9.103			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.103/jimmer-bom-0.9.103.jar returned status 404
0.9.104			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.104/jimmer-bom-0.9.104.jar returned status 404
0.9.105			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.105/jimmer-bom-0.9.105.jar returned status 404
0.9.106			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.106/jimmer-bom-0.9.106.jar returned status 404
0.9.107			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.107/jimmer-bom-0.9.107.jar returned status 404
0.9.108			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.108/jimmer-bom-0.9.108.jar returned status 404
0.9.109			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.109/jimmer-bom-0.9.109.jar returned status 404
0.9.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.11/jimmer-bom-0.9.11.jar returned status 404
0.9.110			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.110/jimmer-bom-0.9.110.jar returned status 404
0.9.111			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.111/jimmer-bom-0.9.111.jar returned status 404
0.9.112			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.112/jimmer-bom-0.9.112.jar returned status 404
0.9.113			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.113/jimmer-bom-0.9.113.jar returned status 404
0.9.114			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.114/jimmer-bom-0.9.114.jar returned status 404
0.9.115			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.115/jimmer-bom-0.9.115.jar returned status 404
0.9.116			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.116/jimmer-bom-0.9.116.jar returned status 404
0.9.117			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.117/jimmer-bom-0.9.117.jar returned status 404
0.9.118			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.118/jimmer-bom-0.9.118.jar returned status 404
0.9.119			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.119/jimmer-bom-0.9.119.jar returned status 404
0.9.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.12/jimmer-bom-0.9.12.jar returned status 404
0.9.120			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.120/jimmer-bom-0.9.120.jar returned status 404
0.9.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.13/jimmer-bom-0.9.13.jar returned status 404
0.9.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.14/jimmer-bom-0.9.14.jar returned status 404
0.9.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.15/jimmer-bom-0.9.15.jar returned status 404
0.9.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.16/jimmer-bom-0.9.16.jar returned status 404
0.9.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.17/jimmer-bom-0.9.17.jar returned status 404
0.9.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.18/jimmer-bom-0.9.18.jar returned status 404
0.9.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.19/jimmer-bom-0.9.19.jar returned status 404
0.9.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.2/jimmer-bom-0.9.2.jar returned status 404
0.9.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.20/jimmer-bom-0.9.20.jar returned status 404
0.9.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.21/jimmer-bom-0.9.21.jar returned status 404
0.9.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.22/jimmer-bom-0.9.22.jar returned status 404
0.9.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.23/jimmer-bom-0.9.23.jar returned status 404
0.9.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.24/jimmer-bom-0.9.24.jar returned status 404
0.9.25			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.25/jimmer-bom-0.9.25.jar returned status 404
0.9.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.26/jimmer-bom-0.9.26.jar returned status 404
0.9.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.27/jimmer-bom-0.9.27.jar returned status 404
0.9.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.28/jimmer-bom-0.9.28.jar returned status 404
0.9.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.29/jimmer-bom-0.9.29.jar returned status 404
0.9.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.3/jimmer-bom-0.9.3.jar returned status 404
0.9.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.30/jimmer-bom-0.9.30.jar returned status 404
0.9.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.31/jimmer-bom-0.9.31.jar returned status 404
0.9.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.32/jimmer-bom-0.9.32.jar returned status 404
0.9.33			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.33/jimmer-bom-0.9.33.jar returned status 404
0.9.34			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.34/jimmer-bom-0.9.34.jar returned status 404
0.9.35			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.35/jimmer-bom-0.9.35.jar returned status 404
0.9.36			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.36/jimmer-bom-0.9.36.jar returned status 404
0.9.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.37/jimmer-bom-0.9.37.jar returned status 404
0.9.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.38/jimmer-bom-0.9.38.jar returned status 404
0.9.39			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.39/jimmer-bom-0.9.39.jar returned status 404
0.9.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.4/jimmer-bom-0.9.4.jar returned status 404
0.9.40			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.40/jimmer-bom-0.9.40.jar returned status 404
0.9.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.41/jimmer-bom-0.9.41.jar returned status 404
0.9.42			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.42/jimmer-bom-0.9.42.jar returned status 404
0.9.43			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.43/jimmer-bom-0.9.43.jar returned status 404
0.9.44			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.44/jimmer-bom-0.9.44.jar returned status 404
0.9.45			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.45/jimmer-bom-0.9.45.jar returned status 404
0.9.46			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.46/jimmer-bom-0.9.46.jar returned status 404
0.9.47			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.47/jimmer-bom-0.9.47.jar returned status 404
0.9.48			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.48/jimmer-bom-0.9.48.jar returned status 404
0.9.49			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.49/jimmer-bom-0.9.49.jar returned status 404
0.9.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.5/jimmer-bom-0.9.5.jar returned status 404
0.9.50			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.50/jimmer-bom-0.9.50.jar returned status 404
0.9.51			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/babyfish/jimmer/jimmer-bom/0.9.51/jimmer-bom-0.9.51.jar returned status 404
