2.0.45	named	com.alibaba.fastjson2	fastjson2-extension	2024-01-07T00:43:08Z	2.0.45
1.3.0	named	com.clickzetta	clickzetta-java	2024-01-16T07:25:07Z	2.0.45
1.3.1	named	com.clickzetta	clickzetta-java	2024-01-22T13:46:08Z	2.0.45
2.0.46	named	com.alibaba.fastjson2	fastjson2-extension	2024-01-29T11:31:55Z	2.0.46
2.0.47	named	com.alibaba.fastjson2	fastjson2-extension	2024-02-23T21:19:56Z	2.0.47
1.3.2	named	com.clickzetta	clickzetta-java	2024-03-01T15:48:50Z	2.0.45
1.3.3	named	com.clickzetta	clickzetta-java	2024-03-12T11:05:17Z	2.0.45
1.3.4	named	com.clickzetta	clickzetta-java	2024-03-20T05:05:55Z	2.0.45
2.0.48	named	com.alibaba.fastjson2	fastjson2-extension	2024-03-25T00:48:04Z	2.0.48
1.3.5	named	com.clickzetta	clickzetta-java	2024-03-28T09:28:37Z	2.0.45
1.3.6	named	com.clickzetta	clickzetta-java	2024-04-02T03:15:25Z	2.0.45
1.3.7	named	com.clickzetta	clickzetta-java	2024-04-10T12:27:09Z	2.0.45
2.0.49	named	com.alibaba.fastjson2	fastjson2-extension	2024-04-14T02:41:14Z	2.0.49
1.3.8	named	com.clickzetta	clickzetta-java	2024-04-15T14:13:41Z	2.0.45
1.3.9	named	com.clickzetta	clickzetta-java	2024-04-29T08:40:30Z	2.0.45
2.0.50	named	com.alibaba.fastjson2	fastjson2-extension	2024-05-12T01:46:30Z	2.0.50
1.3.10	named	com.clickzetta	clickzetta-java	2024-05-27T03:41:13Z	2.0.45
2.0.51	named	com.alibaba.fastjson2	fastjson2-extension	2024-06-01T07:48:53Z	2.0.51
1.3.11	named	com.clickzetta	clickzetta-java	2024-06-07T04:57:34Z	2.0.45
2.0.52	named	com.alibaba.fastjson2	fastjson2-extension	2024-07-14T00:20:48Z	2.0.52
1.3.12	named	com.clickzetta	clickzetta-java	2024-07-16T12:31:40Z	2.0.45
1.3.13	named	com.clickzetta	clickzetta-java	2024-07-24T06:56:46Z	2.0.45
1.3.14	named	com.clickzetta	clickzetta-java	2024-07-24T11:56:56Z	2.0.45
1.3.15	named	com.clickzetta	clickzetta-java	2024-07-26T07:23:03Z	2.0.45
1.3.16	named	com.clickzetta	clickzetta-java	2024-08-05T03:01:52Z	2.0.45
1.1.0.2	named	com.huaweicloud.dws	dws-connector-flink_2.11_1.12	2024-08-30T03:17:25Z	2.0.46
1.1.0.2	named	com.huaweicloud.dws	dws-connector-flink_2.12_1.12	2024-08-30T03:22:25Z	2.0.46
1.1.0.2	named	com.huaweicloud.dws	dws-connector-flink_2.12_1.13	2024-08-30T03:25:39Z	2.0.46
1.1.0.2	named	com.huaweicloud.dws	dws-connector-flink_2.12_1.15	2024-08-30T03:28:20Z	2.0.46
