2.0.64	com.alibaba.fastjson2	fastjson2-extension	2.0.64
2.0.63	com.alibaba.fastjson2	fastjson2-extension	2.0.63
2.0.62	com.alibaba.fastjson2	fastjson2-extension	2.0.62
2.0.61	com.alibaba.fastjson2	fastjson2-extension	2.0.61
2.0.60	com.alibaba.fastjson2	fastjson2-extension	2.0.60
2.0.59	com.alibaba.fastjson2	fastjson2-extension	2.0.59
2.0.58	com.alibaba.fastjson2	fastjson2-extension	2.0.58
2.0.57	com.alibaba.fastjson2	fastjson2-extension	2.0.57
2.0.56	com.alibaba.fastjson2	fastjson2-extension	2.0.56
2.0.55	com.alibaba.fastjson2	fastjson2-extension	2.0.55
2.0.54	com.alibaba.fastjson2	fastjson2-extension	2.0.54
2.0.53	com.alibaba.fastjson2	fastjson2-extension	2.0.53
2.0.52	com.alibaba.fastjson2	fastjson2-extension	2.0.52
2.0.51	com.alibaba.fastjson2	fastjson2-extension	2.0.51
2.0.50	com.alibaba.fastjson2	fastjson2-extension	2.0.50
2.0.49	com.alibaba.fastjson2	fastjson2-extension	2.0.49
2.0.48	com.alibaba.fastjson2	fastjson2-extension	2.0.48
2.0.47	com.alibaba.fastjson2	fastjson2-extension	2.0.47
2.0.46	com.alibaba.fastjson2	fastjson2-extension	2.0.46
2.0.45	com.alibaba.fastjson2	fastjson2-extension	2.0.45
