0.9.2	named	io.github.m-m-m	mmm-cli-nls-sync	2023-05-29T16:00:14Z	0.9.2
0.9.3	named	io.github.m-m-m	mmm-cli-nls-sync	2023-10-18T10:03:15Z	0.9.3
0.9.4	named	io.github.m-m-m	mmm-cli-nls-sync	2023-11-04T00:13:50Z	0.9.4
0.9.5	named	io.github.m-m-m	mmm-cli-nls-sync	2023-11-19T15:52:21Z	0.9.5
0.9.6	named	io.github.m-m-m	mmm-cli-nls-sync	2024-02-11T16:46:10Z	0.9.6
0.9.7	named	io.github.m-m-m	mmm-cli-nls-sync	2024-06-23T22:57:06Z	0.9.7
0.9.8	named	io.github.m-m-m	mmm-cli-nls-sync	2024-08-10T14:58:29Z	0.9.8
0.9.10	named	io.github.m-m-m	mmm-cli-nls-sync	2024-10-04T14:37:57Z	0.9.10
0.9.11	named	io.github.m-m-m	mmm-cli-nls-sync	2025-01-02T00:18:45Z	0.9.11
0.9.12	named	io.github.m-m-m	mmm-cli-nls-sync	2025-11-22T12:11:47Z	0.9.12
0.9.13	named	io.github.m-m-m	mmm-cli-nls-sync	2025-12-29T15:45:45Z	0.9.13
