com.alibaba.ververica	allowed
org.jetbrains.kotlin	allowed
ai.platon.pulsar	rejected
ai.tecton	rejected
app.cash.sqldelight	rejected
app.cash.tempest	rejected
asia.hombre	rejected
be.vito.rma.resttools	rejected
build.buf	rejected
ca.acendas	rejected
ca.aqtech	rejected
ch.poole.gradle	rejected
cl.franciscosolis	rejected
cl.franciscosolis.dev	rejected
cn.alapi	rejected
cn.ctyun	rejected
cn.j4ger	rejected
cn.net.mugui	rejected
cn.wumoe	rejected
com.airbnb.viaduct	rejected
com.airsaid	rejected
com.alipay.mychainx	rejected
com.aliyun.odps	rejected
com.amazonaws	rejected
com.anatawa12.lightweight-protobuf	rejected
com.brendangoldberg	rejected
com.bynder	rejected
com.byteplus	rejected
com.catchpoint	rejected
com.cjcrafter	rejected
com.clevertap.apns	rejected
com.cnosdb	rejected
com.cognite	rejected
com.cyberark	rejected
com.dtstep.lighthouse	rejected
com.duosecurity	rejected
com.easemob.im	rejected
com.epam.drill.ts	rejected
com.eulith	rejected
com.evmjdbc	rejected
com.expediagroup.streamplatform	rejected
com.eygraber	rejected
com.facebook	rejected
com.fastasyncworldedit	rejected
com.felipebz.zpa	rejected
com.freeletics.gradle	rejected
com.freeletics.khonshu	rejected
com.github.answerail	rejected
com.github.bryanser	rejected
com.github.hopshackle	rejected
com.github.lontime	rejected
com.github.pemistahl	rejected
com.github.shynixn	rejected
com.github.shynixn.blockball	rejected
com.github.shynixn.mccoroutine	rejected
com.github.twitch4j	rejected
com.google.api	rejected
com.google.auto.value	rejected
com.google.cloud	rejected
com.google.cloud.hive	rejected
com.google.cloud.spark	rejected
com.google.dagger	rejected
com.google.devtools.ksp	rejected
com.google.flink.connector.gcp	rejected
com.guardsquare	rejected
com.huanli233.okhttp3-compat	rejected
com.huanmeng-qwq	rejected
com.huaweicloud	rejected
com.ibm.cloud	rejected
com.ibm.watson.health.cognitive-services	rejected
com.incognia	rejected
com.intuit.hooks	rejected
com.intuit.playerui	rejected
com.juliozynger.floorplan	rejected
com.kylantis.platform	rejected
com.linked-planet.client	rejected
com.linkedin.dextestparser	rejected
com.mailintegrate	rejected
com.mayabot.mynlp	rejected
com.merative.acd	rejected
com.mobidevelop.robovm	rejected
com.mparticle	rejected
com.networknt	rejected
com.nhncloud.android	rejected
com.niklasarndt	rejected
com.notkamui.libs	rejected
com.orbitz.consul	rejected
com.posthog.java	rejected
com.rockset	rejected
com.rudderstack.sdk.java.analytics	rejected
com.sanctionco.thunder	rejected
com.seanshubin.code.structure	rejected
com.segment.analytics.java	rejected
com.sourcegraph	rejected
com.sprylab.xar	rejected
com.squareup.okhttp3	rejected
com.sugarmanz.test	rejected
com.teamscale	rejected
com.tegonal.minimalist	rejected
com.telesign	rejected
com.telesign.enterprise	rejected
com.thegoate	rejected
com.tidbcloud	rejected
com.volcengine	rejected
com.yandex.android	rejected
de.alexanderwolz	rejected
de.darkatra.injector	rejected
de.fraunhofer.aisec	rejected
de.m3y.hadoop.hdfs.hfsa	rejected
de.raphaelbudde.jpa2puml	rejected
de.smartsquare	rejected
dev.bmcreations	rejected
dev.hsbrysk	rejected
dev.keiji.license	rejected
dev.lightdream	rejected
dev.mlnr	rejected
dev.nelmin	rejected
dev.oglass	rejected
dev.oleander	rejected
dev.piglin	rejected
dev.robocode.tankroyale	rejected
dev.zabricraft	rejected
dev.zacsweers.ticktock	rejected
edu.utah.bmi.nlp	rejected
fi.evident.apina	rejected
fr.renardfute	rejected
graphics.scenery	rejected
io.apicurio	rejected
io.apiman	rejected
io.dangernoodle	rejected
io.docops	rejected
io.edurt.datacap	rejected
io.github.altawk.asl	rejected
io.github.arpit-sharma-usc	rejected
io.github.cuneytcakir	rejected
io.github.davincilll	rejected
io.github.fjossinet.rnartist	rejected
io.github.frame-dev	rejected
io.github.franvis.pimpmyandroidxml	rejected
io.github.haburashi76	rejected
io.github.imurx.localizedbrowser	rejected
io.github.iredtea	rejected
io.github.khusainovfarrukh	rejected
io.github.mulla028	rejected
io.github.oewntk	rejected
io.github.ppio-make	rejected
io.github.qasecret	rejected
io.github.sergeshustoff.dikt	rejected
io.github.takiviko	rejected
io.github.takiviko.guide-generator	rejected
io.github.vacxe	rejected
io.github.vooft	rejected
io.github.warraft	rejected
io.github.yusufsdiscordbot	rejected
io.jackbradshaw	rejected
io.johnsonlee.kx	rejected
io.jumpco.open	rejected
io.kestra.plugin	rejected
io.kestra.storage	rejected
io.lakefs	rejected
io.last9	rejected
io.matthewbradshaw	rejected
io.microservices.tools.canvas	rejected
io.opentelemetry.contrib	rejected
io.opentelemetry.javaagent.instrumentation	rejected
io.pixeloutlaw	rejected
io.pyroscope	rejected
io.sirix	rejected
io.telereso.kmp.sqldelight	rejected
io.trino	rejected
io.vproxy	rejected
it.unibo.tuprolog	rejected
it.unibo.tuprolog.argumentation	rejected
land.sungbin.composeinvestigator	rejected
love.forte.plugin.suspend-transform	rejected
me.devnatan	rejected
me.gulya.sqldelight	rejected
me.nathanfallet.zabricraft	rejected
net.auropay	rejected
net.bladehunt	rejected
net.bonn2	rejected
net.corda	rejected
net.mamoe	rejected
net.onedaybeard.sift	rejected
net.pincette	rejected
net.projecttl	rejected
net.rk4z	rejected
no.entur	rejected
org.apache.paimon	rejected
org.apache.pinot	rejected
org.apache.seatunnel	rejected
org.apache.servicemix.bundles	rejected
org.apache.tez	rejected
org.cs124	rejected
org.cs124.gradlegrader	rejected
org.deeplearning4j	rejected
org.didcommx	rejected
org.didcommx.peerdid	rejected
org.eclipse.ditto	rejected
org.fab-os.consul	rejected
org.finos.legend.shared	rejected
org.jetbrains	rejected
org.jetbrains.bsp	rejected
org.jetbrains.kotlinx	rejected
org.jetbrains.kotlinx.dataframe	rejected
org.jetbrains.lets-plot	rejected
org.jetbrains.xodus	rejected
org.jmxtrans	rejected
org.kiwiproject	rejected
org.multi-os-engine	rejected
org.octopusden.octopus.jira	rejected
org.opencds.cqf.cql.debug	rejected
org.pgpainless	rejected
org.protelis	rejected
org.sonarsource.kotlin	rejected
org.testcontainers	rejected
org.virtuslab	rejected
ru.pocketbyte.locolaser	rejected
software.amazon.dynamodb	rejected
studio.mevera	rejected
tech.carcadex	rejected
tech.codingzen	rejected
