3.9.03	org.metricshub	metricshub-engine	3.9.03
3.9.02	org.metricshub	metricshub-engine	3.9.02
3.9.01	org.metricshub	metricshub-engine	3.9.01
3.9.00	org.metricshub	metricshub-engine	3.9.00
1.0.14	org.metricshub	metricshub-engine	1.0.14
1.0.13	org.metricshub	metricshub-engine	1.0.13
1.0.12	org.metricshub	metricshub-engine	1.0.12
1.0.11	org.metricshub	metricshub-engine	1.0.11
1.0.10	org.metricshub	metricshub-engine	1.0.10
1.0.09	org.metricshub	metricshub-engine	1.0.09
1.0.08	org.metricshub	metricshub-engine	1.0.08
1.0.07	org.metricshub	metricshub-engine	1.0.07
1.0.06	org.metricshub	metricshub-engine	1.0.06
1.0.05	org.metricshub	metricshub-engine	1.0.05
1.0.04	org.metricshub	metricshub-engine	1.0.04
1.0.03	org.metricshub	metricshub-engine	1.0.03
