0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.1/mapper-parent-0.1.jar returned status 404
0.10		2026-07-02T05:26:23Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.10/mapper-parent-0.10.jar returned status 404
0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.2/mapper-parent-0.2.jar returned status 404
0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.3/mapper-parent-0.3.jar returned status 404
0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.4/mapper-parent-0.4.jar returned status 404
0.4.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.4.1/mapper-parent-0.4.1.jar returned status 404
0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.5/mapper-parent-0.5.jar returned status 404
0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.6/mapper-parent-0.6.jar returned status 404
0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.7/mapper-parent-0.7.jar returned status 404
0.8		2026-06-11T20:16:26Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.8/mapper-parent-0.8.jar returned status 404
0.9		2026-06-29T00:28:10Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/treblereel/gwt/json/mapper/mapper-parent/0.9/mapper-parent-0.9.jar returned status 404
