0.1	named	bayern.steinbrecher	DBConnector	2020-08-07T07:15:32Z	
0.2	named	bayern.steinbrecher	DBConnector	2020-08-07T11:02:04Z	
0.3	named	bayern.steinbrecher	DBConnector	2020-09-15T16:54:56Z	
0.4	named	bayern.steinbrecher	DBConnector	2020-09-22T20:56:03Z	
0.5	named	bayern.steinbrecher	DBConnector	2020-10-04T06:29:24Z	
0.6	named	bayern.steinbrecher	DBConnector	2020-10-04T10:37:16Z	
0.7	named	bayern.steinbrecher	DBConnector	2020-10-04T11:22:19Z	
0.8	named	bayern.steinbrecher	DBConnector	2020-10-09T09:07:12Z	
0.9	named	bayern.steinbrecher	DBConnector	2020-10-09T12:20:52Z	
0.10	named	bayern.steinbrecher	DBConnector	2020-11-01T12:33:32Z	
0.11	named	bayern.steinbrecher	DBConnector	2020-11-02T07:57:39Z	
0.12	named	bayern.steinbrecher	DBConnector	2020-11-06T09:58:13Z	
0.13	named	bayern.steinbrecher	DBConnector	2020-11-20T16:16:14Z	
0.14	named	bayern.steinbrecher	DBConnector	2020-12-19T15:58:47Z	0.14.15-SNAPSHOT
0.15	named	bayern.steinbrecher	DBConnector	2021-05-30T07:49:42Z	0.15-rc.6-SNAPSHOT
