0.15	named	bayern.steinbrecher	DBConnector
0.14	named	bayern.steinbrecher	DBConnector
0.13	named	bayern.steinbrecher	DBConnector
0.12	named	bayern.steinbrecher	DBConnector
0.11	named	bayern.steinbrecher	DBConnector
0.10	named	bayern.steinbrecher	DBConnector
0.9	named	bayern.steinbrecher	DBConnector
0.8	named	bayern.steinbrecher	DBConnector
0.7	named	bayern.steinbrecher	DBConnector
0.6	named	bayern.steinbrecher	DBConnector
0.5	named	bayern.steinbrecher	DBConnector
0.4	named	bayern.steinbrecher	DBConnector
0.3	named	bayern.steinbrecher	DBConnector
0.2	named	bayern.steinbrecher	DBConnector
0.1	named	bayern.steinbrecher	DBConnector
