0.13	bayern.steinbrecher	DBConnector	0.13
0.12	bayern.steinbrecher	DBConnector	0.12
0.11	bayern.steinbrecher	DBConnector	0.11
0.10	bayern.steinbrecher	DBConnector	0.10
0.9	bayern.steinbrecher	DBConnector	0.9
0.8	bayern.steinbrecher	DBConnector	0.8
0.7	bayern.steinbrecher	DBConnector	0.7
0.6	bayern.steinbrecher	DBConnector	0.6
0.5	bayern.steinbrecher	DBConnector	0.5
0.4	bayern.steinbrecher	DBConnector	0.4
0.3	bayern.steinbrecher	DBConnector	0.3
0.2	bayern.steinbrecher	DBConnector	0.2
0.1	bayern.steinbrecher	DBConnector	0.1
