77.1	automatic	com.ibm.icu	icu4j-localespi
76.1	automatic	com.ibm.icu	icu4j-localespi
75.1	automatic	com.ibm.icu	icu4j-localespi
74.2	automatic	com.ibm.icu	icu4j-localespi
74.1	automatic	com.ibm.icu	icu4j-localespi
73.2	automatic	com.ibm.icu	icu4j-localespi
73.1	automatic	com.ibm.icu	icu4j-localespi
72.1	automatic	com.ibm.icu	icu4j-localespi
71.1	automatic	com.ibm.icu	icu4j-localespi
70.1	automatic	com.ibm.icu	icu4j-localespi
69.1	automatic	com.ibm.icu	icu4j-localespi
68.2	automatic	com.ibm.icu	icu4j-localespi
68.1	automatic	com.ibm.icu	icu4j-localespi
67.1	automatic	com.ibm.icu	icu4j-localespi
66.1	automatic	com.ibm.icu	icu4j-localespi
65.1	automatic	com.ibm.icu	icu4j-localespi
64.2	automatic	com.ibm.icu	icu4j-localespi
64.1	automatic	com.ibm.icu	icu4j-localespi
63.2	automatic	com.ibm.icu	icu4j-localespi
63.1	automatic	com.ibm.icu	icu4j-localespi
