0.5.39	de.firemage.autograder	autograder-cmd	0.5.39
0.5.38	de.firemage.autograder	autograder-cmd	0.5.38
0.5.37	de.firemage.autograder	autograder-cmd	0.5.37
0.5.36	de.firemage.autograder	autograder-cmd	0.5.36
0.5.35	de.firemage.autograder	autograder-cmd	0.5.35
0.5.34	de.firemage.autograder	autograder-cmd	0.5.34
0.5.33	de.firemage.autograder	autograder-cmd	0.5.33
0.5.32	de.firemage.autograder	autograder-cmd	0.5.32
0.5.31	de.firemage.autograder	autograder-cmd	0.5.31
0.5.30	de.firemage.autograder	autograder-cmd	0.5.30
0.5.29	de.firemage.autograder	autograder-cmd	0.5.29
