1.13		2017-05-30T21:23:16Z	
1.13	jar-with-dependencies	2017-05-30T21:23:43Z	
1.13.1		2017-06-01T18:18:57Z	
1.13.1	jar-with-dependencies	2017-06-01T18:18:52Z	
1.14		2017-06-03T13:20:58Z	
1.14	jar-with-dependencies	2017-06-03T13:21:25Z	
1.15		2017-06-13T20:14:03Z	
1.15	jar-with-dependencies	2017-06-13T20:14:31Z	
1.16		2017-06-15T19:34:51Z	
1.16	jar-with-dependencies	2017-06-15T19:34:42Z	
1.19		2017-09-05T18:36:28Z	
1.19	jar-with-dependencies	2017-09-05T18:36:20Z	
1.20		2017-09-25T14:35:29Z	
1.20	jar-with-dependencies	2017-09-25T14:35:31Z	
1.21		2017-11-29T22:38:21Z	
1.21	jar-with-dependencies	2017-11-29T22:38:23Z	
1.22		2018-01-30T01:28:25Z	
1.22	jar-with-dependencies	2018-01-30T01:28:43Z	
1.23		2018-03-05T21:33:26Z	
1.23	jar-with-dependencies	2018-03-05T21:33:25Z	
1.24		2018-03-12T18:53:11Z	
1.24	jar-with-dependencies	2018-03-12T18:53:10Z	
1.27		2019-04-25T18:42:18Z	
1.27	jar-with-dependencies	2019-04-25T18:42:20Z	
1.28		2019-06-06T15:50:02Z	
1.28	jar-with-dependencies	2019-06-06T15:49:59Z	
1.29		2019-07-05T18:22:30Z	
1.29	jar-with-dependencies	2019-07-05T18:22:30Z	
1.30		2019-07-31T18:31:17Z	
1.30	jar-with-dependencies	2019-07-31T18:31:20Z	
1.31		2019-09-09T14:17:44Z	
1.31	jar-with-dependencies	2019-09-09T14:17:40Z	
