2024.3.0	named	org.nasdanika.models.rules	model	2024-03-11T17:14:38Z	2024.3.0
2024.4.0	named	org.nasdanika.models.rules	model	2024-04-09T15:43:29Z	2024.4.0
2024.5.0	named	org.nasdanika.models.rules	model	2024-05-12T01:10:03Z	2024.5.0
2024.5.1	named	org.nasdanika.models.rules	model	2024-05-30T14:41:22Z	2024.5.1
2024.6.0	named	org.nasdanika.models.rules	model	2024-06-24T02:02:30Z	2024.6.0
2024.7.0	named	org.nasdanika.models.rules	model	2024-07-07T14:14:33Z	2024.7.0
2024.7.1	named	org.nasdanika.models.rules	model	2024-07-23T20:42:05Z	2024.7.1
2024.8.0	named	org.nasdanika.models.rules	model	2024-08-28T20:35:05Z	2024.8.0
2024.10.0	named	org.nasdanika.models.rules	model	2024-10-13T15:21:25Z	2024.10.0
2024.11.0	named	org.nasdanika.models.rules	model	2024-12-02T02:43:58Z	2024.11.0
2024.12.0	named	org.nasdanika.models.rules	model	2024-12-30T15:55:34Z	2024.12.0
2025.1.0	named	org.nasdanika.models.rules	model	2025-01-28T09:18:03Z	2025.1.0
2025.2.0	named	org.nasdanika.models.rules	model	2025-02-28T00:17:21Z	2025.2.0
2025.3.0	named	org.nasdanika.models.rules	model	2025-03-30T05:19:53Z	2025.3.0
2025.4.0	named	org.nasdanika.models.rules	model	2025-04-20T16:20:58Z	2025.4.0
2025.5.0	named	org.nasdanika.models.rules	model	2025-05-19T20:13:05Z	2025.5.0
2025.6.0	named	org.nasdanika.models.rules	model	2025-06-17T15:23:52Z	2025.6.0
2025.7.0	named	org.nasdanika.models.rules	model	2025-07-28T18:00:33Z	2025.7.0
2025.12.0	named	org.nasdanika.models.rules	model	2025-12-11T08:11:52Z	2025.12.0
2026.6.0	named	org.nasdanika.models.rules	model	2026-06-30T15:40:32Z	2026.6.0
