0.10		2020-09-09T19:28:26Z	
0.11		2020-09-09T20:22:40Z	
0.12		2020-09-18T07:33:17Z	
0.13		2020-10-01T18:49:32Z	
0.14		2022-01-09T20:25:20Z	
0.15		2022-01-26T23:14:25Z	
0.16		2022-05-07T20:31:40Z	
0.17		2022-05-07T21:11:29Z	
0.18		2022-09-19T13:37:08Z	
0.19		2022-09-20T08:43:43Z	
0.20		2022-09-25T20:18:30Z	
0.21		2022-10-01T19:59:30Z	
0.22		2022-10-30T22:19:04Z	
0.23		2022-12-05T15:03:11Z	
0.24		2023-04-20T09:51:25Z	
0.25		2023-04-27T20:47:35Z	
0.26		2023-05-02T20:03:28Z	
0.27		2023-05-24T20:42:43Z	
0.28		2023-05-24T21:07:30Z	
0.29		2024-05-21T08:19:03Z	
0.8		2020-08-25T18:51:35Z	
0.9		2020-09-08T18:21:56Z	
