22.02			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/22.02/armnn.delegate-22.02.jar returned status 404
22.05			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/22.05/armnn.delegate-22.05.jar returned status 404
22.08			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/22.08/armnn.delegate-22.08.jar returned status 404
22.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/22.11/armnn.delegate-22.11.jar returned status 404
23.02			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/23.02/armnn.delegate-23.02.jar returned status 404
23.05			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/23.05/armnn.delegate-23.05.jar returned status 404
23.08			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/23.08/armnn.delegate-23.08.jar returned status 404
23.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/23.11/armnn.delegate-23.11.jar returned status 404
24.02			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/24.02/armnn.delegate-24.02.jar returned status 404
24.05			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/arm-software/armnn.delegate/24.05/armnn.delegate-24.05.jar returned status 404
