0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/smallmarker/tagflowlayout/0.0.1/tagflowlayout-0.0.1.jar returned status 404
1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/smallmarker/tagflowlayout/1.0/tagflowlayout-1.0.jar returned status 404
1.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/smallmarker/tagflowlayout/1.1/tagflowlayout-1.1.jar returned status 404
1.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/smallmarker/tagflowlayout/1.2/tagflowlayout-1.2.jar returned status 404
