0.10		2012-01-23T10:51:59Z	
0.11		2012-03-05T14:18:30Z	
0.12		2012-03-16T14:00:33Z	
0.13		2012-03-27T08:46:19Z	
0.14		2012-04-10T11:21:04Z	
0.15		2012-04-30T11:46:47Z	
0.16		2012-07-20T10:51:04Z	
0.17		2012-08-17T09:36:29Z	
0.18		2012-09-04T16:04:38Z	
0.19		2012-09-26T13:45:01Z	
0.20		2012-10-03T14:17:46Z	
0.21		2012-10-11T10:03:42Z	
0.22		2012-10-30T19:30:01Z	
0.23		2012-11-29T15:02:28Z	
0.24		2012-12-11T13:30:23Z	
0.25		2013-01-03T12:19:14Z	
0.26		2013-01-16T13:56:14Z	
0.27		2013-01-21T14:31:50Z	
0.28		2013-03-15T09:02:40Z	
0.29		2013-03-26T11:18:45Z	
0.30		2013-04-29T09:14:42Z	
0.31		2013-06-11T11:48:11Z	
0.32		2013-06-28T09:54:51Z	
0.33		2013-08-28T14:10:57Z	
0.34		2013-09-17T11:55:48Z	
0.35		2013-10-22T12:01:04Z	
0.36		2013-11-13T09:51:47Z	
0.37		2014-01-21T12:11:22Z	
0.38		2014-02-25T16:26:51Z	
0.7		2011-09-28T12:14:25Z	
0.8		2011-12-13T09:52:12Z	
0.9		2012-01-02T14:53:47Z	
