1.0		2017-06-29T11:21:21Z	
1.0	jar-with-dependencies	2017-06-29T11:21:23Z	
1.2		2017-08-28T14:22:41Z	
1.2	jar-with-dependencies	2017-08-28T14:22:40Z	
1.3		2017-09-19T08:09:07Z	
1.3	jar-with-dependencies	2017-09-19T08:09:09Z	
1.4		2018-01-18T15:12:48Z	
1.4	jar-with-dependencies	2018-01-18T15:12:55Z	
1.5		2018-04-10T13:47:14Z	
1.5	jar-with-dependencies	2018-04-10T13:47:12Z	
1.6		2018-06-18T10:29:57Z	
1.6	jar-with-dependencies	2018-06-18T10:30:04Z	
1.7		2018-08-31T14:39:58Z	
1.7	jar-with-dependencies	2018-08-31T14:40:02Z	
1.8		2018-11-12T10:29:56Z	
1.8	jar-with-dependencies	2018-11-12T10:29:54Z	
1.9		2019-06-21T07:57:10Z	
1.9	jar-with-dependencies	2019-06-21T07:57:06Z	
