0.11.7	named	dk.mada.jaxrs	generator-cli	2025-01-03T09:52:13Z	2.0.16
0.11.8	named	dk.mada.jaxrs	generator-cli	2025-01-03T11:51:59Z	2.0.16
0.11.9	named	dk.mada.jaxrs	generator-cli	2025-02-10T11:03:13Z	2.0.16
0.11.10	named	dk.mada.jaxrs	generator-cli	2025-02-17T07:53:54Z	2.0.16
0.11.11	named	dk.mada.jaxrs	generator-cli	2025-02-26T07:20:19Z	2.0.16
0.11.12	named	dk.mada.jaxrs	generator-cli	2025-03-02T09:47:07Z	2.0.17
0.12.0	named	dk.mada.jaxrs	generator-cli	2025-03-23T10:53:25Z	2.0.17
0.12.1	named	dk.mada.jaxrs	generator-cli	2025-03-26T07:54:57Z	2.0.17
0.12.2	named	dk.mada.jaxrs	generator-cli	2025-04-03T06:18:29Z	2.0.17
0.12.3	named	dk.mada.jaxrs	generator-cli	2025-04-22T06:06:56Z	2.0.17
0.12.4	named	dk.mada.jaxrs	generator-cli	2025-04-23T19:23:21Z	2.0.17
