0.10		2020-02-27T23:45:14Z	
0.11		2020-03-12T14:56:04Z	
0.12		2020-03-12T23:02:38Z	
0.13		2020-03-24T16:29:34Z	
0.14		2020-03-26T11:21:20Z	
0.15		2020-03-29T14:10:14Z	
0.16		2020-04-07T23:00:34Z	
0.17		2020-06-21T08:31:40Z	
0.18		2020-06-21T13:40:38Z	
0.19		2020-06-24T02:03:24Z	
0.20		2020-08-05T18:30:03Z	
0.21		2021-03-01T03:58:07Z	
0.22		2021-03-08T13:52:27Z	
0.23		2021-05-28T07:31:29Z	
0.24		2021-05-31T04:01:22Z	
0.25		2021-07-04T03:23:37Z	
0.26		2021-07-05T14:47:46Z	
0.27		2021-07-05T18:26:58Z	
0.28		2021-08-09T02:03:39Z	
0.29		2021-08-09T07:06:01Z	
0.30		2021-08-10T06:54:09Z	
0.31		2022-04-25T15:45:48Z	
0.32		2022-05-02T01:20:21Z	
0.33		2022-05-15T00:29:12Z	
0.34		2022-05-20T19:46:57Z	
0.35		2022-06-02T09:11:19Z	
0.36		2022-06-09T01:49:48Z	
0.37		2022-09-16T00:28:55Z	
0.6		2020-01-01T03:15:36Z	
0.7		2020-01-01T04:01:52Z	
0.8		2020-01-01T07:19:15Z	
0.9		2020-02-20T00:25:54Z	
