0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/zenklub/freudds/freud-ds-icons/0.0.1/freud-ds-icons-0.0.1.jar returned status 404
0.0.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/zenklub/freudds/freud-ds-icons/0.0.11/freud-ds-icons-0.0.11.jar returned status 404
