0.21	named	net.clementlevallois.functions	umigon-tokenizer
0.20	named	net.clementlevallois.functions	umigon-tokenizer
0.19	named	net.clementlevallois.functions	umigon-tokenizer
0.18	named	net.clementlevallois.functions	umigon-tokenizer
0.17	named	net.clementlevallois.functions	umigon-tokenizer
0.16	named	net.clementlevallois.functions	umigon-tokenizer
0.15	named	net.clementlevallois.functions	umigon-tokenizer
0.14	named	net.clementlevallois.functions	umigon-tokenizer
0.13	named	net.clementlevallois.functions	umigon-tokenizer
0.11	named	net.clementlevallois.functions	umigon-tokenizer
0.10	named	net.clementlevallois.functions	umigon-tokenizer
