0.2.11-1-local			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/lightningkite/kotlinx-serialization-csv-durable-js/0.2.11-1-local/kotlinx-serialization-csv-durable-js-0.2.11-1-local.jar returned status 404
0.2.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/lightningkite/kotlinx-serialization-csv-durable-js/0.2.18/kotlinx-serialization-csv-durable-js-0.2.18.jar returned status 404
