com.fasterxml.jackson.core	allowed
ai.granica	blocked
ai.konduit.serving	blocked
ai.particledb	blocked
ai.superstream	blocked
ai.tock	blocked
at.grahsl.kafka.connect	blocked
be.ugent.idlab.knows	blocked
be.ugent.rml	blocked
ch.dsivd.copper	blocked
ch.exense.step	blocked
ch.exense.step.library	blocked
co.projectn	blocked
com.adobe.aem.guides	blocked
com.adobe.cq	blocked
com.adobe.platform.ml	blocked
com.algolia	blocked
com.alibaba.fluss	blocked
com.alibaba.hologres	blocked
com.alibaba.otter	blocked
com.alibaba.ververica	blocked
com.aliyun.lindorm	blocked
com.aliyun.odps	blocked
com.amazonaws	blocked
com.aqanetics	blocked
com.arize	blocked
com.atlan	blocked
com.atomgraph.etl.csv	blocked
com.b2wdigital.iafront.persistense	blocked
com.bancstac	blocked
com.bazaarvoice.emodb	blocked
com.bloxbean.cardano	blocked
com.c4-soft.springaddons	blocked
com.cefriel	blocked
com.clickhouse.spark	blocked
com.clickzetta	blocked
com.clinia	blocked
com.daml	blocked
com.databend	blocked
com.databricks	blocked
com.datadoghq	blocked
com.datasonnet	blocked
com.datasqrl	blocked
com.dbvis	blocked
com.dtstep.lighthouse	blocked
com.duosecurity	blocked
com.ebiznext	blocked
com.erudika	blocked
com.excelsecu.iot	blocked
com.exness	blocked
com.facebook.presto	blocked
com.facebook.presto.hive	blocked
com.finture.spin	blocked
com.force.api	blocked
com.free-now.sauron.plugins	blocked
com.fujitsu.launcher	blocked
com.getindata	blocked
com.gitee.feizns	blocked
com.github.bad-pop	blocked
com.github.cflint	blocked
com.github.cukedoctor	blocked
com.github.greaterplus	blocked
com.github.housepower	blocked
com.github.java-json-tools	blocked
com.github.kevinsamyn.sportmonks-soccer-api	blocked
com.github.lontime	blocked
com.github.mizosoft.methanol	blocked
com.github.oboehm	blocked
com.github.samair	blocked
com.github.tsantalis	blocked
com.google.appengine	blocked
com.google.cloud	blocked
com.google.cloud.bigdataoss	blocked
com.google.cloud.bigtable	blocked
com.google.cloud.broker	blocked
com.google.cloud.flink	blocked
com.google.cloud.functions.invoker	blocked
com.google.cloud.spark	blocked
com.google.gerrit	blocked
com.gpudb	blocked
com.grafana	blocked
com.graphhopper	blocked
com.hazelcast	blocked
com.hazelcast.jet	blocked
com.heroku.sdk	blocked
com.hiddenlayer	blocked
com.hortonworks.registries	blocked
com.hpe.adm.octane.ciplugins	blocked
com.huaweicloud	blocked
com.huaweicloud.sdk	blocked
com.huaweicloud.sermant	blocked
com.hyperwallet	blocked
com.ibm.fhir	blocked
com.instaclustr	blocked
com.intel.analytics.bigdl	blocked
com.intuit.karate	blocked
com.io7m.gtyrell	blocked
com.ionoscloud.s3	blocked
com.ironcorelabs	blocked
com.jd.live	blocked
com.jfrog	blocked
com.julienviet	blocked
com.jwebmp.jackson.core	blocked
com.jwebmp.jpms.jackson.core	blocked
com.jwebmp.jre11.jackson.core	blocked
com.katalon	blocked
com.kenstott.components	blocked
com.kinetica	blocked
com.linkedin.calcite	blocked
com.linkedin.iceberg	blocked
com.lmax	blocked
com.m-daq	blocked
com.mastfrog	blocked
com.microsoft.azure	blocked
com.microsoft.azure.hdinsight	blocked
com.microsoft.azure.kusto	blocked
com.ms3-inc	blocked
com.netflix.conductor	blocked
com.networknt	blocked
com.okta.authn.sdk	blocked
com.orange.ccmd	blocked
com.payxpert	blocked
com.pinterest.kafka.tieredstorage	blocked
com.pinterest.psc	blocked
com.protocol180	blocked
com.qubole.qds-sdk-java	blocked
com.quicko	blocked
