1.6.20	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.20
1.6.19	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.19
1.6.18	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.18
1.6.17	com.blazebit	blaze-persistence-integration-graphql-dgs-7.0	1.6.17
1.6.16	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.16
1.6.15	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.15
1.6.14	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.14
1.6.13	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.13
1.6.12	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.12
1.6.11	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.11
1.6.10	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.10
1.6.9	com.blazebit	blaze-persistence-integration-graphql-dgs	1.6.9
