1.1.1		2008-07-28T16:25:25Z	
1.1.2		2008-09-25T08:45:21Z	
1.1.3		2008-11-21T13:24:46Z	
1.2.1		2009-12-16T11:06:27Z	
1.2.1-M1		2009-08-10T09:59:54Z	
1.2.1-M10		2009-12-08T14:39:46Z	
1.2.1-M2		2009-08-21T14:25:47Z	
1.2.1-M3		2009-08-28T22:35:18Z	
1.2.1-M4		2009-09-03T10:15:50Z	
1.2.1-M5		2009-09-07T09:53:34Z	
1.2.1-M6		2009-09-14T12:31:58Z	
1.2.1-M7		2009-09-22T12:37:04Z	
1.2.1-M8		2009-10-14T17:16:20Z	
1.2.1-M9		2009-10-28T10:57:55Z	
1.2.2		2010-01-29T15:28:51Z	
1.2.2-M1		2010-01-07T16:36:59Z	
1.2.3		2010-03-29T08:52:43Z	
1.2.4		2010-07-30T09:35:27Z	
1.2.5		2010-09-07T14:12:48Z	
1.2.6		2010-09-20T15:51:25Z	
1.2.7		2010-10-04T09:11:51Z	
1.3.1		2011-04-21T14:58:40Z	
1.3.1-M1		2011-02-01T16:07:55Z	
1.3.2		2011-06-14T07:27:23Z	
1.3.3		2011-09-13T14:32:40Z	
1.3.4		2012-01-20T09:33:25Z	
1.4.1		2013-02-18T15:51:42Z	
1.4.1-M1		2012-11-20T15:35:57Z	
1.4.2		2013-10-04T13:00:32Z	
