11.0		2016-07-23T07:34:08Z	
11.1		2016-08-13T19:50:06Z	
11.2		2016-11-11T20:10:56Z	
11.3		2017-02-24T23:15:31Z	
11.4		2017-06-02T19:57:20Z	
12.0		2018-03-20T20:35:07Z	
12.1		2018-05-07T21:05:28Z	
12.2		2018-06-19T17:30:13Z	
12.3		2018-07-26T19:44:23Z	
12.4		2018-09-26T20:08:59Z	
12.5		2018-11-21T05:52:18Z	
12.6		2019-03-01T19:27:53Z	
12.7		2019-11-11T04:37:01Z	
19.0		2019-03-22T02:39:58Z	
19.1		2019-07-26T20:41:52Z	
19.2		2019-07-26T19:09:39Z	
19.3		2019-10-13T22:58:37Z	
19.4		2020-04-03T13:52:14Z	
19.5		2020-07-31T19:22:33Z	
19.6		2020-12-23T17:02:37Z	
