0.0.39	org.aya-prover.upstream	lang-syntax	0.0.39
0.0.38	org.aya-prover.upstream	lang-syntax	0.0.38
0.0.37	org.aya-prover.upstream	lang-syntax	0.0.37
0.0.36	org.aya-prover.upstream	lang-syntax	0.0.36
0.0.35	org.aya-prover.upstream	lang-syntax	0.0.35
0.0.34	org.aya-prover.upstream	lang-syntax	0.0.34
0.0.33	org.aya-prover.upstream	lang-syntax	0.0.33
0.0.32	org.aya-prover.upstream	lang-syntax	0.0.32
0.0.31	org.aya-prover.upstream	lang-syntax	0.0.31
0.0.30	org.aya-prover.upstream	lang-syntax	0.0.30
0.0.29	org.aya-prover.upstream	lang-syntax	0.0.29
0.0.28	org.aya-prover.upstream	lang-syntax	0.0.28
0.0.27	org.aya-prover.upstream	lang-syntax	0.0.27
0.0.26	org.aya-prover.upstream	lang-syntax	0.0.26
