0.105.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/heapy/kotaml/kotaml-tvosx64/0.105.0/kotaml-tvosx64-0.105.0.jar returned status 404
0.105.0	metadata	2026-03-09T06:19:22Z	
0.106.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/heapy/kotaml/kotaml-tvosx64/0.106.0/kotaml-tvosx64-0.106.0.jar returned status 404
0.106.0	metadata	2026-03-09T08:05:40Z	
0.107.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/heapy/kotaml/kotaml-tvosx64/0.107.0/kotaml-tvosx64-0.107.0.jar returned status 404
0.107.0	metadata	2026-03-22T20:33:28Z	
0.108.0		2026-05-19T08:02:21Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/heapy/kotaml/kotaml-tvosx64/0.108.0/kotaml-tvosx64-0.108.0.jar returned status 404
0.108.0	metadata	2026-05-19T08:02:21Z	
0.109.0		2026-06-08T09:14:30Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/heapy/kotaml/kotaml-tvosx64/0.109.0/kotaml-tvosx64-0.109.0.jar returned status 404
0.109.0	metadata	2026-06-08T09:14:29Z	
0.109.1		2026-06-22T09:55:07Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/heapy/kotaml/kotaml-tvosx64/0.109.1/kotaml-tvosx64-0.109.1.jar returned status 404
0.109.1	metadata	2026-06-22T09:55:07Z	
