0.10.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.10.1/mapmaid-bom-0.10.1.jar returned status 404
0.9.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.21/mapmaid-bom-0.9.21.jar returned status 404
0.9.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.22/mapmaid-bom-0.9.22.jar returned status 404
0.9.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.23/mapmaid-bom-0.9.23.jar returned status 404
0.9.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.24/mapmaid-bom-0.9.24.jar returned status 404
0.9.25			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.25/mapmaid-bom-0.9.25.jar returned status 404
0.9.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.26/mapmaid-bom-0.9.26.jar returned status 404
0.9.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.27/mapmaid-bom-0.9.27.jar returned status 404
0.9.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.28/mapmaid-bom-0.9.28.jar returned status 404
0.9.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.29/mapmaid-bom-0.9.29.jar returned status 404
0.9.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.30/mapmaid-bom-0.9.30.jar returned status 404
0.9.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.31/mapmaid-bom-0.9.31.jar returned status 404
0.9.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.32/mapmaid-bom-0.9.32.jar returned status 404
0.9.33			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.33/mapmaid-bom-0.9.33.jar returned status 404
0.9.34			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.34/mapmaid-bom-0.9.34.jar returned status 404
0.9.35			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.35/mapmaid-bom-0.9.35.jar returned status 404
0.9.36			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.36/mapmaid-bom-0.9.36.jar returned status 404
0.9.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.37/mapmaid-bom-0.9.37.jar returned status 404
0.9.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.38/mapmaid-bom-0.9.38.jar returned status 404
0.9.39			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.39/mapmaid-bom-0.9.39.jar returned status 404
0.9.40			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.40/mapmaid-bom-0.9.40.jar returned status 404
0.9.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.41/mapmaid-bom-0.9.41.jar returned status 404
0.9.42			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.42/mapmaid-bom-0.9.42.jar returned status 404
0.9.43			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.43/mapmaid-bom-0.9.43.jar returned status 404
0.9.44			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.44/mapmaid-bom-0.9.44.jar returned status 404
0.9.45			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.45/mapmaid-bom-0.9.45.jar returned status 404
0.9.46			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.46/mapmaid-bom-0.9.46.jar returned status 404
0.9.47			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.47/mapmaid-bom-0.9.47.jar returned status 404
0.9.48			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.48/mapmaid-bom-0.9.48.jar returned status 404
0.9.49			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.49/mapmaid-bom-0.9.49.jar returned status 404
0.9.50			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.50/mapmaid-bom-0.9.50.jar returned status 404
0.9.51			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.51/mapmaid-bom-0.9.51.jar returned status 404
0.9.52			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.52/mapmaid-bom-0.9.52.jar returned status 404
0.9.53			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.53/mapmaid-bom-0.9.53.jar returned status 404
0.9.54			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.54/mapmaid-bom-0.9.54.jar returned status 404
0.9.55			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.55/mapmaid-bom-0.9.55.jar returned status 404
0.9.56			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.56/mapmaid-bom-0.9.56.jar returned status 404
0.9.57			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.57/mapmaid-bom-0.9.57.jar returned status 404
0.9.58			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.58/mapmaid-bom-0.9.58.jar returned status 404
0.9.59			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.59/mapmaid-bom-0.9.59.jar returned status 404
0.9.60			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.60/mapmaid-bom-0.9.60.jar returned status 404
0.9.61			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.61/mapmaid-bom-0.9.61.jar returned status 404
0.9.62			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.62/mapmaid-bom-0.9.62.jar returned status 404
0.9.63			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.63/mapmaid-bom-0.9.63.jar returned status 404
0.9.64			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.64/mapmaid-bom-0.9.64.jar returned status 404
0.9.65			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.65/mapmaid-bom-0.9.65.jar returned status 404
0.9.66			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.66/mapmaid-bom-0.9.66.jar returned status 404
0.9.67			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.67/mapmaid-bom-0.9.67.jar returned status 404
0.9.69			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.69/mapmaid-bom-0.9.69.jar returned status 404
0.9.70			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.70/mapmaid-bom-0.9.70.jar returned status 404
0.9.71			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.71/mapmaid-bom-0.9.71.jar returned status 404
0.9.72			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.72/mapmaid-bom-0.9.72.jar returned status 404
0.9.74			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.74/mapmaid-bom-0.9.74.jar returned status 404
0.9.75			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.75/mapmaid-bom-0.9.75.jar returned status 404
0.9.76			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.76/mapmaid-bom-0.9.76.jar returned status 404
0.9.78			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.78/mapmaid-bom-0.9.78.jar returned status 404
0.9.79			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.79/mapmaid-bom-0.9.79.jar returned status 404
0.9.80			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.80/mapmaid-bom-0.9.80.jar returned status 404
0.9.81			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.81/mapmaid-bom-0.9.81.jar returned status 404
0.9.82			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.82/mapmaid-bom-0.9.82.jar returned status 404
0.9.83			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.83/mapmaid-bom-0.9.83.jar returned status 404
0.9.84			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.84/mapmaid-bom-0.9.84.jar returned status 404
0.9.86			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.86/mapmaid-bom-0.9.86.jar returned status 404
0.9.87			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.87/mapmaid-bom-0.9.87.jar returned status 404
0.9.88			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.88/mapmaid-bom-0.9.88.jar returned status 404
0.9.89			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.89/mapmaid-bom-0.9.89.jar returned status 404
0.9.91			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.91/mapmaid-bom-0.9.91.jar returned status 404
0.9.92			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.92/mapmaid-bom-0.9.92.jar returned status 404
0.9.93			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.93/mapmaid-bom-0.9.93.jar returned status 404
0.9.94			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.94/mapmaid-bom-0.9.94.jar returned status 404
0.9.95			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.95/mapmaid-bom-0.9.95.jar returned status 404
0.9.96			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.96/mapmaid-bom-0.9.96.jar returned status 404
0.9.97			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.97/mapmaid-bom-0.9.97.jar returned status 404
0.9.98			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.98/mapmaid-bom-0.9.98.jar returned status 404
0.9.99			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/quantummaid/mapmaid/mapmaid-bom/0.9.99/mapmaid-bom-0.9.99.jar returned status 404
