1.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mesibo/api/webrtc/1.0.5/webrtc-1.0.5.jar returned status 404
1.1.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mesibo/api/webrtc/1.1.10/webrtc-1.1.10.jar returned status 404
