1.100		2017-10-13T13:48:10Z	
1.69		2014-06-09T22:21:37Z	
1.70		2014-06-17T09:54:56Z	
1.71		2014-06-20T14:48:35Z	
1.72		2014-07-08T10:51:22Z	
1.73		2014-07-09T00:35:42Z	
1.74		2014-07-12T14:17:08Z	
1.75		2014-07-19T16:45:11Z	
1.76		2014-07-30T17:33:04Z	
1.78		2014-08-27T20:14:29Z	
1.79		2014-10-14T13:13:40Z	
1.81		2014-12-02T16:17:44Z	
1.83		2015-02-23T01:14:18Z	
1.84		2015-03-03T16:40:15Z	
1.85		2015-07-01T11:54:06Z	
1.86		2015-08-16T10:35:10Z	
1.87.0		2016-10-27T16:36:14Z	
1.88		2017-04-13T06:12:00Z	
1.89		2017-04-13T09:35:43Z	
1.90		2017-04-13T12:27:07Z	
1.91		2017-04-19T22:45:05Z	
1.92		2017-04-20T11:49:19Z	
1.93		2017-04-20T13:30:36Z	
1.94		2017-04-20T14:47:24Z	
1.95		2017-04-26T12:10:57Z	
1.96		2017-04-27T15:20:22Z	
1.97		2017-04-30T20:46:36Z	
1.98		2017-10-09T07:37:09Z	
