3.4.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/zclibre/libre-dependencies-parent/3.4.3/libre-dependencies-parent-3.4.3.jar returned status 404
3.5.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/zclibre/libre-dependencies-parent/3.5.10/libre-dependencies-parent-3.5.10.jar returned status 404
