com.emergetools	allowed
org.jetbrains.kotlinx	allowed
ch.ubique.uniffi	blocked
co.touchlab.skie	blocked
com.anatawa12.mod-patching	blocked
com.github.pemistahl	blocked
com.github.skydoves	blocked
com.google.devtools.ksp	blocked
com.hadisatrio.libs.android	blocked
com.hcyacg	blocked
com.ivianuu.injekt	blocked
com.pinterest	blocked
com.pinterest.ktlint	blocked
com.vjh0107.barcode	blocked
community.flock.wirespec.plugin.cli	blocked
dev.kosmx.needle	blocked
dev.limebeck	blocked
dev.mtctx.library	blocked
in.specmatic	blocked
io.github.adokky	blocked
io.github.misterassm	blocked
io.github.patxibocos	blocked
io.github.ruxbit.ksp	blocked
io.github.themrmilchmann.gradle.publish.curseforge	blocked
io.gitlab.arturbosch.detekt	blocked
io.johnsonlee.exec	blocked
io.johnsonlee.kx	blocked
io.kweb	blocked
io.portone	blocked
io.specmatic	blocked
love.forte.plugin.suspend-transform	blocked
net.nurigo	blocked
org.archguard.codedb	blocked
org.brightify.hyperdrive	blocked
org.danbrough.kotlinx	blocked
org.jetbrains.kotlinx.dataframe	blocked
org.sourcegrade	blocked
top.e404.statimg	blocked
