0.3.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/gitee/yunjiao-source/spring-boot/starter-parent/0.3.0/starter-parent-0.3.0.jar returned status 404
3.0.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/gitee/yunjiao-source/spring-boot/starter-parent/3.0.13/starter-parent-3.0.13.jar returned status 404
