ch.randelshofer	allowed
software.amazon.smithy.java	allowed
com.amazonaws	rejected
com.atlan	rejected
com.cjbooms	rejected
com.clickzetta	rejected
com.databricks	rejected
com.expediagroup.openworld.sdk	rejected
com.fasterxml.jackson.core	rejected
com.fasterxml.jackson.jr	rejected
com.ibm.cos	rejected
com.sap.cloud.sdk.datamodel	rejected
de.fraunhofer.iosb.ilt.FROST-Server	rejected
de.fraunhofer.iosb.ilt.faaast	rejected
io.github.chains-project	rejected
io.github.cmu-phil	rejected
io.github.hkarthik7	rejected
io.github.solven-eu.pepper	rejected
io.kestra.plugin	rejected
io.liftwizard	rejected
io.micronaut.testresources	rejected
io.swagger.codegen.v3	rejected
io.swagger.parser.v3	rejected
io.trino	rejected
org.apache.arrow	rejected
org.apache.iceberg	rejected
org.apache.inlong	rejected
org.eclipse.edc	rejected
org.eclipse.tractusx.edc	rejected
org.jetbrains.kotlinx.dataframe	rejected
org.metafacture	rejected
org.openapitools.openapidiff	rejected
org.openrewrite	rejected
org.projectnessie.nessie	rejected
org.projectnessie.nessie-integrations	rejected
org.sonarsource.text	rejected
za.co.absa.shaded	rejected
za.co.absa.spline.agent.spark	rejected
