0.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/gemecosystem/gemjar/gemjar-parent/0.0.5/gemjar-parent-0.0.5.jar returned status 404
1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/gemecosystem/gemjar/gemjar-parent/1.0/gemjar-parent-1.0.jar returned status 404
