javax.ws.rs	allowed
org.jboss.pnc.build-agent	allowed
cc.kebei	rejected
ch.exense.rtm	rejected
cn.langpy	rejected
co.navdeep	rejected
com.akeshmiri	rejected
com.anaptecs.jeaf.workload	rejected
com.baudoliver7	rejected
com.bazaarvoice.emodb	rejected
com.datadoghq	rejected
com.epam.reportportal	rejected
com.github.daniel-sc.podio-java-codegen	rejected
com.github.l0n9h02n	rejected
com.github.mauro-midolo	rejected
com.github.openstack4j.core	rejected
com.guicedee.services	rejected
com.hazelcast.jet	rejected
com.hurence.logisland	rejected
com.inteligr8.activiti	rejected
com.intershop.gradle.jobrunner	rejected
com.liferay	rejected
com.mailintegrate	rejected
com.sanjuthomas	rejected
com.scylladb	rejected
com.tradeshift	rejected
com.wavefront	rejected
de.foellix	rejected
dev.parodos	rejected
io.axual.connect.plugins.converters	rejected
io.baltoro	rejected
io.debezium	rejected
io.floodplain	rejected
io.github.fernandolopes	rejected
io.github.parj	rejected
io.github.willena	rejected
io.gravitee.management.standalone	rejected
io.gravitee.rest.api.management.standalone	rejected
io.gravitee.rest.api.portal.standalone	rejected
io.gravitee.rest.api.standalone	rejected
io.nosqlbench	rejected
io.outfoxx.sunday	rejected
io.pravega	rejected
io.streamnative	rejected
io.zeebe	rejected
jakarta.ws.rs	rejected
net.oneandone.ioc-unit	rejected
org.apache.hadoop	rejected
org.apache.opennlp	rejected
org.apache.pinot	rejected
org.apache.tika	rejected
org.catools	rejected
org.flexiblepower.defpi	rejected
org.jboss.spec.javax.ws.rs	rejected
org.keycloak	rejected
org.moskito	rejected
org.opencb.opencga	rejected
org.opengis.cite	rejected
org.telegram	rejected
se.bjurr.violations	rejected
